frame_idx,track_id,class_id,status,center_x_2d,center_y_2d,center_x_3d,center_y_3d,center_z_3d,box_x1,box_y1,box_x2,box_y2,lost_frames
0,0,0,detected,151.74899291992188,284.0025863647461,-1.8501182794570923,0.3973138928413391,2.8397676944732666,0.0,199.1528778076172,303.49798583984375,368.852294921875,0
0,1,0,detected,1135.5956420898438,168.09308624267578,17.005937576293945,-0.5527742505073547,23.008224487304688,1069.852294921875,147.6220245361328,1201.3389892578125,188.56414794921875,0
0,2,2,detected,1009.7801208496094,179.24047088623047,7.275928020477295,-0.10996364057064056,12.96827220916748,990.2183227539062,144.36175537109375,1029.3419189453125,214.1191864013672,0
0,3,0,detected,464.5065002441406,181.09613800048828,-6.832855224609375,-0.1846717745065689,32.66816711425781,447.7159118652344,168.61473083496094,481.2970886230469,193.57754516601562,0
0,4,1,detected,960.5179443359375,217.53053283691406,3.174515962600708,0.29190951585769653,6.454795837402344,927.6669311523438,142.87176513671875,993.3689575195312,292.1893005371094,0
0,5,1,detected,585.9057312011719,226.26874542236328,-0.21401835978031158,0.324990838766098,5.608819961547852,552.607421875,149.2969207763672,619.2040405273438,303.2405700683594,0
0,6,1,detected,126.29430389404297,236.8856201171875,0.0,0.0,0.0,106.40884399414062,177.17892456054688,146.1797637939453,296.5923156738281,0
1,0,0,detected,151.70659550005686,284.02707573195005,-1.8151875734329224,0.38981252908706665,2.7861521244049072,0.0,199.2737274169922,303.39111328125,368.8399353027344,0
1,1,0,detected,1124.1921163020302,168.2934857310948,16.2022762298584,-0.5411368608474731,22.523841857910156,1055.870849609375,147.6138153076172,1186.5751953125,189.46014404296875,0
1,2,2,detected,1010.3503431441958,179.34272346628435,3.888698101043701,-0.05862359330058098,6.913618564605713,990.6293334960938,144.12452697753906,1030.3682861328125,214.8094024658203,0
1,3,0,detected,464.3468501082869,181.0758645243473,-6.832855224609375,-0.1846717745065689,32.66816711425781,447.6577453613281,168.6453399658203,480.95281982421875,193.45712280273438,0
1,4,1,detected,973.6357932099088,216.94598783022684,3.3145947456359863,0.281513512134552,6.42572021484375,932.5043334960938,142.59718322753906,1021.59814453125,289.8742980957031,0
1,5,1,detected,590.6503438910446,229.0400014808121,-0.16822253167629242,0.3764980137348175,5.6682515144348145,563.14306640625,152.8936767578125,620.6282958984375,311.92071533203125,0
1,6,1,detected,130.80916905770837,235.96723095913023,-6.50802755355835,0.6629799008369446,9.573892593383789,110.27485656738281,176.366455078125,153.69451904296875,293.33624267578125,0
2,0,0,detected,151.56841029860828,284.0375819790598,-1.8151875734329224,0.38981252908706665,2.7861521244049072,0.0,199.3873748779297,302.9250793457031,368.7250061035156,0
2,1,0,detected,1113.6719864948209,168.66103440368465,15.21257209777832,-0.493714302778244,21.834335327148438,1041.217529296875,148.695556640625,1170.0306396484375,189.93301391601562,0
2,2,2,detected,1010.8068032839626,179.18073163194327,3.70115327835083,-0.06493251770734787,6.563695907592773,993.890869140625,145.5061492919922,1028.4208984375,212.27818298339844,0
2,3,0,detected,464.39755440066017,181.16788633788414,-6.679880619049072,-0.18053731322288513,31.93678855895996,447.8382263183594,168.7425537109375,481.03509521484375,193.92080688476562,0
2,4,1,detected,978.28133247111,216.55406960186656,3.321000099182129,0.27000001072883606,6.368348121643066,939.6759643554688,141.24557495117188,1023.970458984375,290.47198486328125,0
2,5,1,detected,591.8750619694756,231.91168931078323,-0.1600000113248825,0.41600000858306885,5.6607537269592285,565.4575805664062,155.53013610839844,620.15625,318.4927673339844,0
2,6,1,detected,135.3605145718789,235.19788355880667,-5.779742240905762,0.5852903723716736,8.628084182739258,119.17652130126953,175.5398406982422,158.50930786132812,292.1246032714844,0
3,0,0,detected,151.74838865590422,284.2842779511423,-1.831884503364563,0.3933981955051422,2.8117804527282715,0.0,200.84237670898438,303.8312072753906,368.7708740234375,0
3,1,0,detected,1101.489889014169,169.40614887511072,14.978983879089355,-0.4700518250465393,22.173728942871094,1027.040283203125,150.45046997070312,1153.6214599609375,191.50962829589844,0
3,3,0,detected,464.5211144219868,181.55542601381802,-6.679880619049072,-0.13540299236774445,31.93678855895996,447.8956604003906,170.03282165527344,481.3746643066406,194.71817016601562,0
3,4,1,detected,987.2515312184908,216.27167644164385,3.44700026512146,0.27000001072883606,6.368348121643066,960.6582641601562,141.14857482910156,1030.3035888671875,290.2108459472656,0
3,5,1,detected,594.796693596054,233.86261578656615,-0.2614409327507019,0.9063286185264587,12.332939147949219,573.2908325195312,162.52455139160156,621.6654663085938,313.3870544433594,0
3,2,2,predicted,1010.8112268084786,179.18018346560382,3.6994022938316333,-0.05398504653271406,6.563695907592773,0,0,0,0,1
3,6,1,predicted,135.40237665979254,235.19258100987346,-5.811416202433657,0.6120256674350364,8.628084182739258,0,0,0,0,1
4,0,0,detected,151.67044381466758,284.7414424112745,-1.8342949151992798,0.39789479970932007,2.8154802322387695,0.0,202.9604034423828,303.1891784667969,368.61773681640625,0
4,1,0,detected,1088.5535186557647,170.3355872389653,13.556870460510254,-0.3798261284828186,20.674057006835938,1012.6976318359375,152.66062927246094,1140.0208740234375,192.25340270996094,0
4,2,2,detected,1012.0326797874004,180.7078444527077,3.5472145080566406,-0.017736071720719337,6.274970531463623,989.74462890625,145.57896423339844,1035.738037109375,220.85031127929688,0
4,3,0,detected,464.51896928898606,182.34357221142437,-6.730104923248291,-0.04547368362545967,32.17691421508789,447.8583679199219,171.7414093017578,481.17254638671875,196.55821228027344,0
4,4,1,detected,1001.9653108162347,216.4809075572431,3.6432647705078125,0.2802511155605316,6.396905422210693,987.9926147460938,141.83958435058594,1043.888427734375,292.10821533203125,0
4,5,1,detected,599.8915084508112,234.88155520417493,-0.14796331524848938,0.9617615342140198,13.087246894836426,589.87060546875,164.89598083496094,619.5993041992188,309.40557861328125,0
4,6,1,detected,168.78183205362015,231.94677055730622,-4.893801689147949,0.47322142124176025,8.167041778564453,167.39743041992188,171.82058715820312,208.99005126953125,281.4418640136719,0
5,0,0,detected,151.63834548463282,285.1504656682004,-1.8367115259170532,0.40240320563316345,2.8191895484924316,0.0,203.58392333984375,303.2148742675781,368.6421203613281,0
5,1,0,detected,1072.8574395996552,171.44988710852235,10.96507453918457,-0.2704390585422516,17.39646339416504,994.749755859375,154.8284454345703,1121.44775390625,193.3199005126953,0
5,2,2,detected,1010.3406720269536,181.53760803197008,14.171646118164062,-0.07157397270202637,25.322662353515625,990.4515380859375,148.007080078125,1027.272705078125,218.36878967285156,0
5,3,0,detected,464.4835520499318,183.00340204461097,-6.5816473960876465,-0.044470589607954025,31.467130661010742,447.73822021484375,172.07191467285156,481.1575927734375,197.0373077392578,0
5,4,1,detected,1018.634808866361,216.6534776199929,3.7980003356933594,0.2880000174045563,6.368348121643066,992.1251831054688,140.92611694335938,1076.639892578125,293.2198181152344,0
5,6,1,detected,183.7061522442802,230.1972962123345,-4.952693462371826,0.4881260395050049,8.424271583557129,175.21783447265625,172.0337677001953,217.1659393310547,281.4285583496094,0
5,7,2,detected,896.0797424316406,216.17544555664062,6.069371223449707,0.6625018119812012,15.122013092041016,869.1329345703125,159.96749877929688,923.0265502929688,272.3833923339844,0
5,5,1,predicted,600.0174342857351,234.9243253816261,-0.22162249958210822,0.9233710079181707,13.087246894836426,0,0,0,0,1
6,0,0,detected,151.55281792839824,285.3762463700119,-1.8367115259170532,0.39841896295547485,2.8191895484924316,0.0,203.12173461914062,302.94171142578125,368.6725158691406,0
